DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,GEO_PICT: Pacific Island Countries and territories,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,INCOME: Income,EDUCATION: Education level,OCCUPATION: Occupation,COMPOSITE_BREAKDOWN: Composite breakdown,DISABILITY: Disability,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,REPORTING_TYPE: Reporting type,NATURE: Nature,DATA_SOURCE: Data source,OBS_STATUS: Observation Status,OBS_COMMENT: Comment
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2015,40.6,PERCENT: percent,N: National,C: Country Data,"Vanuatu Ministry of Education and Training, Annual Statistical Report, 2015, Primary School",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,106,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,104,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,WS: Samoa,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_LTRCY: Skill: Functional literacy,_T: No breakdown by disability,2018,99.12,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,92,INDEX: index,N: National,C: Country Data,"FSM, fedEMIS online - CPI/GER/ECE",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,KI: Kiribati,F: Female,Y07T14: 07-14,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2018,40.5,PERCENT: percent,N: National,C: Country Data,"Kiribati National Statistics Office, Kiribati Social Development Indicator Survey 2018-19",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,VU: Vanuatu,F: Female,_T: All ages,_T: National,_T: Total,0: Early childhood education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,60.44,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,3: Upper secondary education,2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,117,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,82,PERCENT: percent,N: National,C: Country Data,"Tuvalu Ministry of Education, Youth and Sports. Tuvalu Education Management Information System (TEMIS)",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,101,INDEX: index,G: Global,C: Country Data,"UNESCO Institute of Statistics, CPI/GER Junior sec",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,70,PERCENT: percent,N: National,C: Country Data,"Kiribati Ministry of Education, KEMIS",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,96.2,PERCENT: percent,N: National,C: Country Data,"Kiribati National Statistics Office, Kiribati Social Development Indicator Survey 2018-19",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,97.67,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,88.91,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,59.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,62.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,63.6,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,49.44,PERCENT: percent,G: Global,C: Country Data,"UNESCO Institute of Statistics, Ministry of Education",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,58.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,65.64,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2011,120,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2012,109,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,106,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,103,INDEX: index,N: National,C: Country Data,"Samoa Ministry of Education, Sports and Culture - Education Statistical Digest Samoa 2017, early learning",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,116,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,103,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,107,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,107,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,111,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,61,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,85,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,F: Female,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,66,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,F: Female,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,79,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,94,INDEX: index,N: National,C: Country Data,"Nauru Ministry of Education, CPI/GER Primary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,3: Upper secondary education,2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,113,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2016,15.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2018,9.8,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,F: Female,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,100,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,F: Female,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,98,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2012,43,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,71,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,83,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,WS: Samoa,M: Male,Y07T14: 07-14,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2019,40,PERCENT: percent,N: National,C: Country Data,"Samoa Bureau of Statistics. 2021 Samoa Demographic and Health - Multiple Indicator Cluster Survey 2019-20, Survey Findings Report. Apia, Samoa: Samoa Bureau of Statistics.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,TV: Tuvalu,_T: Total,_T: All ages,_T: National,T60: Top 60%,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,79,PERCENT: percent,N: National,C: Country Data,"Tuvalu Central Statistics Department. 2021. Tuvalu Multiple Indicator Cluster Survey 2019�2020, Snapshot of Key Findings. Funafuti, Tuvalu: Tuvalu Central Statistics Department.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,100,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,PG: Papua New Guinea,_T: Total,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,98,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FJ: Fiji,_T: Total,Y07T14: 07-14,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_READ: Skill: Minimum proficiency in reading,_T: No breakdown by disability,2021,48.7,PERCENT: percent,N: National,C: Country Data,"Fiji Bureau of Statistics. 2021. Fiji Multiple Indicator Cluster Survey 2021, Fact Sheet. Suva, Fiji: Fiji Bureau of
Statistics.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,18.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,10: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,97,INDEX: index,N: National,C: Country Data,"Vanuatu Ministry of Education and Training, Annual Statistical Report, 2015, Primary School",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,92.6,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,94,INDEX: index,R: Regional,C: Country Data,"Cook Islands, Ministry of Education.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2016,19.6,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2018,19,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,98,INDEX: index,N: National,C: Country Data,UNESCO Institute for Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,96,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,96,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,95,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,68.1,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,59.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,58.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,84.21,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,104,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,92.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,PG: Papua New Guinea,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,71.1,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,82.22,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,85.17,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,88.27,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
